Address,Building City,Building State,Building ZIP,Building Footprint,Building Footprint Sq Ft,Parcel Number,Year Built,Effective Year Built,Property Use,Stories,Land Area,Construction Type,Tax District,Land Value,Primary Aerial Source,Primary Aerial Image URL,Primary Aerial Photo Date,Primary Aerial Image File,Denver GIS Aerial Image URL,Denver GIS Aerial Photo Date,Denver GIS Aerial Image File
9809 E EASTER AVE,CENTENNIAL,CO,80112,"POLYGON ((3176084.8679993292316794 1640228.8395006440114230, 3176242.7254993328824639 1640230.2680006418377161, 3176243.0954993404448032 1640189.3750006495974958, 3176241.6394993346184492 1640189.3615006424952298, 3176237.0304993228055537 1640189.3200006310362369, 3176189.8654993325471878 1640188.8935006426181644, 3176179.1759993359446526 1640188.7960006375797093, 3176163.2614993313327432 1640188.6520006419159472, 3176159.1224993309006095 1640188.6150006419047713, 3176137.2144993240945041 1640188.4165006533730775, 3176133.3034993251785636 1640188.3810006419662386, 3176123.4634993234649301 1640188.2925006509758532, 3176112.9284993293695152 1640188.1965006557293236, 3176091.7674993304535747 1640188.0055006437469274, 3176085.2379993340000510 1640187.9465006545651704, 3176085.1159993242472410 1640201.4850006403867155, 3176084.8679993292316794 1640228.8395006440114230))",6456,207527119007,,,Warehouse/Storage 2235              Commercial,,0.47,Commercial,,248088.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3176029.488%2C1640132.567%2C3176298.475%2C1640285.648&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
15427 E FREMONT DR,CENTENNIAL,CO,80112,"POLYGON ((3194728.7479993286542594 1639928.4075006442144513, 3194729.4109993260353804 1639839.2765006520785391, 3194657.0809993264265358 1639838.7380006522871554, 3194656.4169993223622441 1639927.8685006399173290, 3194728.7479993286542594 1639928.4075006442144513))",6447,207329337001,,,Warehouse/Storage 2235              Industrial,,8.54,Industrial,,2343560.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3194625.033%2C1639807.354%2C3194760.795%2C1639959.792&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7108 S ALTON WAY  Ste G,CENTENNIAL,CO,80112,"POLYGON ((3174244.9179993290454149 1639549.5985006443224847, 3174317.8009993294253945 1639582.6895006515551358, 3174350.6599993268027902 1639510.3160006483085454, 3174277.7774993353523314 1639477.2250006378162652, 3174244.9179993290454149 1639549.5985006443224847))",6362,207527306009,,,Warehouse/Storage 2235              Commercial,,0.15,Commercial,,320000.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3174207.908%2C1639440.215%2C3174387.670%2C1639619.699&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7006 S ALTON WAY  Ste A,CENTENNIAL,CO,80112,"POLYGON ((3173770.4549993295222521 1640339.3480006463360041, 3173778.9599993266165257 1640320.6820006384514272, 3173706.5094993319362402 1640287.6690006444696337, 3173673.4634993169456720 1640360.1925006343517452, 3173745.9144993266090751 1640393.2050006487406790, 3173770.4549993295222521 1640339.3480006463360041))",6345,207527206003,,,Warehouse/Storage 2235              Commercial,,0.15,Commercial,,320000.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3173636.526%2C1640250.731%2C3173815.898%2C1640430.143&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7108 S ALTON WAY  Ste D,CENTENNIAL,CO,80112,"POLYGON ((3174097.9944993229582906 1639680.2040006408933550, 3174170.3569993232376873 1639713.6835006491746753, 3174203.8259993302635849 1639641.3410006519407034, 3174171.5879993331618607 1639626.4260006390977651, 3174134.9844993338920176 1639609.4915006528608501, 3174131.4634993239305913 1639607.8625006522051990, 3174097.9944993229582906 1639680.2040006408933550))",6355,207527207002,,,Warehouse/Storage 2235              Commercial,,0.15,Commercial,,320000.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3174060.953%2C1639570.821%2C3174240.867%2C1639750.725&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7108 S ALTON WAY  Ste I,CENTENNIAL,CO,80112,"POLYGON ((3174073.2379993326030672 1639493.8365006439853460, 3174146.1209993395023048 1639526.7070006430149078, 3174178.7184993275441229 1639454.4270006467122585, 3174105.8349993242882192 1639421.5570006396155804, 3174073.2379993326030672 1639493.8365006439853460))",6339,207527306007,,,Warehouse/Storage 2235              Commercial,,0.15,Commercial,,320000.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3174036.320%2C1639384.639%2C3174215.637%2C1639563.625&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7108 S ALTON WAY  Ste J,CENTENNIAL,CO,80112,"POLYGON ((3173954.9719993346370757 1639440.3710006442852318, 3174022.4084993340075016 1639470.7390006380155683, 3174027.4634993234649301 1639473.0160006531514227, 3174060.0684993294999003 1639400.6130006536841393, 3173987.5764993284828961 1639367.9685006523504853, 3173954.9719993346370757 1639440.3710006442852318))",6313,207527306006,,,Warehouse/Storage 2235              Commercial,,0.15,Commercial,,320000.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3173918.188%2C1639331.185%2C3174096.852%2C1639509.800&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
8101 S QUEBEC ST,CENTENNIAL,CO,80112,"POLYGON ((3167684.8419993231073022 1632774.0110006565228105, 3167703.6194993276149035 1632773.9650006487499923, 3167703.6269993376918137 1632714.9455006481148303, 3167699.6354993307031691 1632714.8560006450861692, 3167699.9304993278346956 1632709.1230006471741945, 3167680.3839993337169290 1632709.4840006390586495, 3167680.4099993258714676 1632715.3395006449427456, 3167666.6224993318319321 1632715.5000006521586329, 3167666.8219993254169822 1632709.7380006473977119, 3167640.0039993203245103 1632709.2010006541386247, 3167639.6574993235990405 1632715.1235006481874734, 3167625.9779993286356330 1632715.1770006476435810, 3167626.1224993290379643 1632709.0670006505679339, 3167607.0579993273131549 1632709.0990006560459733, 3167606.7929993243888021 1632716.1420006421394646, 3167602.0539993382990360 1632716.1235006528440863, 3167603.6379993259906769 1632774.2065006403718144, 3167684.8419993231073022 1632774.0110006565228105))",6315,207532420001,,,Merchandising 2212              Commercial,,2.96,Commercial,,1304620.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3167566.503%2C1632673.516%2C3167739.178%2C1632809.757&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
6880 S CLINTON ST,GREENWOODVILLAGE,CO,80112,"POLYGON ((3175173.3604993238113821 1641060.6135006493423134, 3175229.2984993294812739 1641060.6605006414465606, 3175229.3924993262626231 1640948.0800006471108645, 3175173.4554993351921439 1640948.0335006534587592, 3175173.3604993238113821 1641060.6135006493423134))",6297,207527210006,,,Merchandising 2212              Commercial,,1.79,Commercial,,1556420.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3175133.941%2C1640908.614%2C3175268.812%2C1641100.080&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
15504 E HINSDALE CIR,CENTENNIAL,CO,80112,"POLYGON ((3194983.7864993386901915 1637207.3735006470233202, 3194963.8664993220008910 1637207.2995006500277668, 3194963.5354993268847466 1637296.6090006404556334, 3195031.2699993243440986 1637296.8605006302241236, 3195034.1094993380829692 1637296.8710006447508931, 3195034.4414993203245103 1637207.5615006422158331, 3194983.7864993386901915 1637207.3735006470233202))",6303,207329309005,,,Warehouse/Storage 2235              Commercial,,0.99,Commercial,,304927.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3194932.185%2C1637175.949%2C3195065.792%2C1637328.221&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
55  INVERNESS DR E,ENGLEWOOD,CO,80112,"POLYGON ((3181459.9134993231855333 1634963.8500006361864507, 3181459.9854993214830756 1634890.5200006477534771, 3181460.0059993211179972 1634869.6775006405077875, 3181460.0674993228167295 1634806.5795006498228759, 3181450.8849993329495192 1634806.5705006450880319, 3181450.8779993327334523 1634813.7305006370879710, 3181450.7629993241280317 1634932.0235006411094218, 3181450.6839993335306644 1635013.3615006343461573, 3181399.4714993243105710 1635013.3120006574317813, 3181399.4459993233904243 1635037.9130006516352296, 3181399.3734993315301836 1635112.5720006430055946, 3181399.2909993170760572 1635196.9410006466787308, 3181399.1404993226751685 1635351.4410006476100534, 3181401.8379993285052478 1635351.4435006447602063, 3181401.8424993306398392 1635346.5305006369017065, 3181408.0244993250817060 1635346.5360006480477750, 3181408.0289993309415877 1635341.7775006473530084, 3181408.1294993269257247 1635239.2330006349366158, 3181408.2324993307702243 1635133.5025006432551891, 3181408.2874993234872818 1635077.3055006572976708, 3181408.3234993345104158 1635040.4125006371177733, 3181422.5099993310868740 1635040.4260006411932409, 3181459.8389993342570961 1635040.4625006520655006, 3181459.8744993298314512 1635004.0620006518438458, 3181459.9054993228055537 1634972.0295006399974227, 3181459.9134993231855333 1634963.8500006361864507))",6266,207535104008,,,Warehouse/Storage 2235              Commercial,,12.43,Commercial,,8494200.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3181208.435%2C1634615.865%2C3181650.773%2C1635542.149&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7310 E ARAPAHOE RD,CENTENNIAL,CO,80112,"POLYGON ((3168045.3779993341304362 1641928.7735006334260106, 3168096.8989993375726044 1641928.9780006431974471, 3168114.1469993246719241 1641929.0470006670802832, 3168114.2214993233792484 1641910.4420006410218775, 3168118.6934993253089488 1641910.4595006492454559, 3168118.7749993386678398 1641890.0655006528832018, 3168115.0179993351921439 1641890.0505006574094296, 3168115.1664993297308683 1641852.6620006405282766, 3168046.6504993289709091 1641852.3895006459206343, 3168046.6354993316344917 1641856.1460006369743496, 3168033.2184993312694132 1641856.0925006435718387, 3168032.9964993302710354 1641911.9080006557051092, 3168037.2899993364699185 1641911.9250006380025297, 3168037.2234993269667029 1641928.7410006448626518, 3168045.3779993341304362 1641928.7735006334260106))",6199,207528219002,,,Special Purpose 2230              Commercial,,1.38,Commercial,,1083330.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3168002.974%2C1641822.367%2C3168148.797%2C1641959.069&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
15659 E HINSDALE DR,CENTENNIAL,CO,80112,"POLYGON ((3194958.2909993259236217 1638689.5560006492305547, 3194960.1469993242062628 1638689.5655006521847099, 3194960.2534993328154087 1638668.2780006427783519, 3194958.7854993375949562 1638668.2705006387550384, 3194954.7119993269443512 1638668.2500006381887943, 3194955.0544993272051215 1638599.7145006388891488, 3194919.3319993275217712 1638599.5360006433911622, 3194918.4829993206076324 1638769.4765006573870778, 3194924.9759993250481784 1638769.5090006580576301, 3194954.2379993353970349 1638769.6555006448179483, 3194954.6384993325918913 1638689.5375006385147572, 3194958.2909993259236217 1638689.5560006492305547))",6191,207329315002,,,Offices 2220              Commercial,,7.50,Commercial,,800457.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3194858.941%2C1638539.994%2C3195019.795%2C1638829.197&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7030 S JORDAN RD,CENTENNIAL,CO,80112,"POLYGON ((3192689.9294993225485086 1640363.3980006484780461, 3192759.4489993252791464 1640395.2550006450619549, 3192793.1149993203580379 1640321.7860006494447589, 3192723.5964993229135871 1640289.9290006526280195, 3192689.9294993225485086 1640363.3980006484780461))",6180,207330105001,,,Warehouse/Storage 2235              Commercial,,6.71,Commercial,,2046625.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3192653.065%2C1640253.065%2C3192829.979%2C1640432.119&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
14300 E OTERO AVE,ENGLEWOOD,CO,80112,"POLYGON ((3190510.9909993247129023 1632168.4200006453320384, 3190551.0109993331134319 1632168.3865006419364363, 3190550.8839993304572999 1632014.3835006388835609, 3190510.8639993192628026 1632014.4165006561670452, 3190510.9909993247129023 1632168.4200006453320384))",6163,207331323002,,,Warehouse/Storage 2235              Commercial,,10.99,Commercial,,6723528.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3190456.951%2C1631960.471%2C3190604.924%2C1632222.333&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
6711 S POTOMAC ST,CENTENNIAL,CO,80112,"POLYGON ((3188097.9684993349947035 1642129.9390006400644779, 3188149.4179993299767375 1642129.9950006550643593, 3188149.3844993212260306 1642161.1720006503164768, 3188187.4149993383325636 1642161.2130006512161344, 3188187.4504993297159672 1642128.3260006527416408, 3188144.8864993280731142 1642128.2800006510224193, 3188144.9979993263259530 1642025.6680006461683661, 3188098.0814993227832019 1642025.6170006380416453, 3188097.9684993349947035 1642129.9390006400644779))",6153,207525119011,,,Special Purpose 2230              Commercial,,1.14,Commercial,,990860.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3188050.510%2C1641978.158%2C3188234.909%2C1642208.672&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
6880 S CLINTON ST,GREENWOODVILLAGE,CO,80112,"POLYGON ((3175299.2579993237741292 1640954.6980006487574428, 3175298.9689993252977729 1641041.0255006379447877, 3175362.3739993250928819 1641041.2375006487127393, 3175362.6969993226230145 1640944.4395006536506116, 3175299.2924993312917650 1640944.2270006446633488, 3175299.2579993237741292 1640954.6980006487574428))",6138,207527210006,,,Merchandising 2212              Commercial,,1.79,Commercial,,1556420.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3175265.015%2C1640910.273%2C3175396.651%2C1641075.191&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
6900 S HOLLY CIR,CENTENNIAL,CO,80112,"POLYGON ((3163078.6579993297345936 1640778.5655006570741534, 3163083.6404993240721524 1640775.0905006318353117, 3163112.5314993299543858 1640754.9405006610322744, 3163123.1489993282593787 1640770.1650006468407810, 3163145.2699993299320340 1640754.7370006414130330, 3163146.8304993365891278 1640756.9735006596893072, 3163170.8444993346929550 1640740.2255006437189877, 3163150.7964993226341903 1640711.4815006472636014, 3163148.9404993318021297 1640712.7760006384924054, 3163142.2949993321672082 1640703.2475006445311010, 3163125.7909993221983314 1640714.7585006363224238, 3163119.7779993242584169 1640706.1375006486196071, 3163116.2409993209876120 1640701.0660006506368518, 3163081.0994993289932609 1640725.5755006428807974, 3163067.7209993312135339 1640706.3940006389748305, 3163064.4799993350170553 1640701.7475006498862058, 3163040.7214993252418935 1640718.3180006456095725, 3163056.0459993369877338 1640740.2900006498675793, 3163051.2484993305988610 1640743.6355006340891123, 3163057.2639993238262832 1640752.2605006410740316, 3163049.5119993188418448 1640757.6670006315689534, 3163068.8564993338659406 1640785.4025006475858390, 3163078.6579993297345936 1640778.5655006570741534))",6107,207529237001,,,Special Purpose 2230              Commercial,,0.64,Commercial,,224032.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3162995.178%2C1640655.523%2C3163216.388%2C1640830.946&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7017 S CLINTON ST,GREENWOODVILLAGE,CO,80112,"POLYGON ((3174612.1919993287883699 1640025.4670006362721324, 3174612.4969993210397661 1639960.9185006460174918, 3174608.6249993294477463 1639960.9005006398074329, 3174589.0124993366189301 1639960.8080006414093077, 3174589.0409993194043636 1639954.7450006483122706, 3174544.8194993310607970 1639954.5360006452538073, 3174544.7629993217997253 1639966.4145006455946714, 3174524.3979993253014982 1639966.3185006382409483, 3174524.1054993253201246 1640028.1035006362944841, 3174612.1774993231520057 1640028.5195006558205932, 3174612.1919993287883699 1640025.4670006362721324))",6104,207527220001,,,Special Purpose 2230              Commercial,,1.39,Commercial,,1214160.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3174493.168%2C1639923.599%2C3174643.434%2C1640059.457&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
8525 E ARAPAHOE RD,GREENWOODVILLAGE,CO,80112,"POLYGON ((3171069.0649993270635605 1642334.9255006529856473, 3171010.7749993344768882 1642334.3435006516519934, 3171009.7484993352554739 1642437.1770006397273391, 3171009.7399993217550218 1642437.9710006427485496, 3171068.0309993322007358 1642438.5530006531625986, 3171069.0649993270635605 1642334.9255006529856473))",6041,207521418001,,,Merchandising 2212              Commercial,,16.23,Commercial,,35327150.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3170973.267%2C1642297.870%2C3171105.538%2C1642475.026&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
11901 E ARAPAHOE RD,CENTENNIAL,CO,80112,"POLYGON ((3182912.4434993253089488 1642537.5870006410405040, 3183035.2189993220381439 1642538.5240006523672491, 3183035.5914993318729103 1642489.7375006393995136, 3182912.8154993327334523 1642488.8000006512738764, 3182912.4434993253089488 1642537.5870006410405040))",5990,207523433001,,,Special Purpose 2230              Commercial,,1.42,Commercial,,1840110.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3182869.342%2C1642445.698%2C3183078.693%2C1642581.626&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
44  INVERNESS DR E Ste A212,ENGLEWOOD,CO,80112,"POLYGON ((3181312.4489993317984045 1634610.3135006469674408, 3181230.0954993339255452 1634609.4320006370544434, 3181229.3169993320479989 1634682.1975006596185267, 3181311.6704993252642453 1634683.0780006425920874, 3181312.4489993317984045 1634610.3135006469674408))",5993,207535105005,,,Offices 2220              Commercial,,0.14,Commercial,,372960.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3181200.221%2C1634580.336%2C3181341.545%2C1634712.174&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
15440 E FREMONT DR,CENTENNIAL,CO,80112,"POLYGON ((3194317.0404993263073266 1639118.1645006416365504, 3194417.0349993272684515 1639118.6610006380360574, 3194417.3289993200451136 1639059.3745006627868861, 3194317.3344993325881660 1639058.8790006383787841, 3194317.0404993263073266 1639118.1645006416365504))",5928,207329319001,,,Warehouse/Storage 2235              Industrial,,6.00,Industrial,,731819.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3194281.940%2C1639023.778%2C3194452.430%2C1639153.762&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
6702 S POTOMAC ST,CENTENNIAL,CO,80112,"POLYGON ((3188707.9709993302822113 1642167.7710006460547447, 3188745.6969993258826435 1642167.7665006374008954, 3188745.8829993284307420 1642167.7665006497409195, 3188745.8744993302971125 1642090.9570006460417062, 3188740.1099993325769901 1642090.9575006442610174, 3188740.1069993227720261 1642060.9740006506908685, 3188707.8394993185065687 1642060.9770006490871310, 3188707.8429993186146021 1642091.1840006555430591, 3188688.8259993307292461 1642091.1860006514471024, 3188679.5494993319734931 1642091.1865006466396153, 3188679.5549993352033198 1642140.9130006511695683, 3188680.9899993245489895 1642140.9130006572231650, 3188680.9919993253424764 1642158.8990006544627249, 3188682.3394993278197944 1642159.6140006477944553, 3188683.7154993293806911 1642160.2835006529930979, 3188685.1184993232600391 1642160.9050006452016532, 3188686.5454993243329227 1642161.4775006498675793, 3188687.9949993346817791 1642161.9995006595272571, 3188689.4634993206709623 1642162.4690006386954337, 3188690.9489993299357593 1642162.8855006473604590, 3188692.4489993304014206 1642163.2485006535425782, 3188693.9599993233568966 1642163.5565006502438337, 3188695.4794993218965828 1642163.8095006376970559, 3188697.0049993246793747 1642164.0070006542373449, 3188698.5334993274882436 1642164.1485006464645267, 3188700.0619993405416608 1642164.2345006556715816, 3188701.5879993233829737 1642164.2655006465502083, 3188703.1084993323311210 1642164.2415006523951888, 3188704.6209993390366435 1642164.1635006451979280, 3188704.6214993284083903 1642170.7575006342958659, 3188707.9709993321448565 1642170.7570006481837481, 3188707.9709993302822113 1642167.7710006460547447))",5908,207525132002,,,Special Purpose 2230              Commercial,,1.01,Commercial,,1313880.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3188641.125%2C1642022.550%2C3188784.307%2C1642209.182&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7039 S JORDAN RD,CENTENNIAL,CO,80112,"POLYGON ((3192361.8469993323087692 1639906.6625006403774023, 3192376.8999993344768882 1639873.9365006473381072, 3192375.8709993362426758 1639873.4630006486549973, 3192380.9764993353746831 1639862.3640006387140602, 3192370.2264993335120380 1639857.4190006435383111, 3192369.7789993262849748 1639858.3915006478782743, 3192327.1689993310719728 1639838.7925006512086838, 3192306.6419993313029408 1639883.4200006453320384, 3192305.2284993245266378 1639882.7700006412342191, 3192285.4044993175193667 1639925.8700006466824561, 3192342.0689993384294212 1639951.9340006539132446, 3192362.7099993200972676 1639907.0595006388612092, 3192361.8469993323087692 1639906.6625006403774023))",5902,207330104012,,,Warehouse/Storage 2235              Industrial,,0.87,Industrial,,262801.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3192245.805%2C1639799.193%2C3192420.576%2C1639991.534&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
16  INVERNESS PL E Ste A,ENGLEWOOD,CO,80112,"POLYGON ((3180059.4829993247985840 1633724.8365006451494992, 3179962.2364993244409561 1633764.9080006498843431, 3179983.5669993287883699 1633816.6730006397701800, 3180015.0124993352219462 1633803.7150006482843310, 3180016.3479993343353271 1633806.9570006395224482, 3180035.9324993281625211 1633798.8875006453599781, 3180034.0189993176609278 1633794.2425006539560854, 3180080.2349993241950870 1633775.1985006595496088, 3180059.4829993247985840 1633724.8365006451494992))",5887,207535307004,,,Offices 2220              Commercial,,0.62,Commercial,,408660.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3179920.937%2C1633683.537%2C3180121.534%2C1633857.972&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
9800 E IKEA WAY,CENTENNIAL,CO,80112,"POLYGON ((3176354.1179993259720504 1633950.2445006424095482, 3176383.9969993103295565 1633950.3750006584450603, 3176384.8554993309080601 1633754.0160006531514227, 3176354.9764993311837316 1633753.8850006507709622, 3176354.1179993259720504 1633950.2445006424095482))",5867,207534436001,,,Merchandising 2212              Commercial,,13.65,Commercial,,5945130.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3176285.346%2C1633685.114%2C3176453.627%2C1634019.147&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7326 S YOSEMITE ST,CENTENNIAL,CO,80112,"POLYGON ((3173524.3154993331991136 1638253.9520006577949971, 3173538.1669993191026151 1638303.8450006484054029, 3173548.5454993238672614 1638341.2290006475523114, 3173597.6589993233792484 1638327.5940006377641112, 3173560.0309993280097842 1638192.0555006372742355, 3173539.9319993257522583 1638197.6350006579887122, 3173550.8124993275851011 1638236.8265006381552666, 3173531.5774993281811476 1638242.1670006338972598, 3173534.0954993362538517 1638251.2365006387699395, 3173524.3154993331991136 1638253.9520006577949971))",5850,207527316003,,,Mixed Assessment 1500              Commercial,,3.80,Commercial,,1654410.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3173472.105%2C1638139.845%2C3173649.870%2C1638393.440&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
6857 S SPRUCE ST,CENTENNIAL,CO,80112,"POLYGON ((3169389.0009993305429816 1641564.2335006431676447, 3169445.7509993305429816 1641509.5420006443746388, 3169430.0144993346184492 1641493.2130006463266909, 3169434.1569993346929550 1641489.2215006374754012, 3169414.4659993345849216 1641468.7885006514843553, 3169410.3674993352033198 1641472.7380006504245102, 3169394.6924993246793747 1641456.4730006572790444, 3169342.7039993293583393 1641506.5755006307736039, 3169358.4764993330463767 1641522.9420006424188614, 3169353.6704993238672614 1641527.5730006406083703, 3169389.0009993305429816 1641564.2335006431676447))",5817,207528216002,,,All Other 9299              Commercial,,0.81,Commercial,,705680.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3169304.988%2C1641418.757%2C3169483.467%2C1641601.950&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
9535 E COUNTY LINE RD,CENTENNIAL,CO,80112,"POLYGON ((3175280.0694993305951357 1631878.7605006450321525, 3175295.4344993224367499 1631878.8120006546378136, 3175295.4204993224702775 1631883.0280006481334567, 3175320.2694993368349969 1631883.1110006435774267, 3175320.2834993279539049 1631878.8950006377417594, 3175325.3039993294514716 1631878.9120006507728249, 3175335.9139993353746831 1631878.9475006530992687, 3175336.2349993297830224 1631783.0015006321482360, 3175323.2709993273019791 1631782.9580006552860141, 3175320.4689993280917406 1631782.9485006553586572, 3175320.4809993347153068 1631779.3520006430335343, 3175295.6959993247874081 1631779.2690006445627660, 3175295.6839993270114064 1631782.8655006475746632, 3175280.3899993295781314 1631782.8145006608683616, 3175280.3744993368163705 1631787.4350006536114961, 3175280.2659993260167539 1631819.9630006470251828, 3175268.7029993245378137 1631819.9240006359759718, 3175268.6289993207901716 1631842.0660006380639970, 3175280.1914993207901716 1631842.1040006589610130, 3175280.1074993303045630 1631867.3020006469450891, 3175280.0694993305951357 1631878.7605006450321525))",5808,207534323002,,,Merchandising 2212              Commercial,,34.39,Commercial,,29980160.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3175232.284%2C1631742.924%2C3175372.580%2C1631919.456&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
